rank,release_date,primary_title,budget,domestic_gross,worldwide_gross_raw,release_year,month,vote_average,vote_count,genre_ids,primary_genre,worldwide_gross_millions,budget_millions,domestic_gross_millions,roi_percent
69,2004-04-30,Mean Girls,18000000.0,86047227.0,130953026.0,2004,4,,,,,130.953026,18.0,86.047227,627.52
70,1984-06-01,Star Trek III: The Search for Spock,18000000.0,76471046.0,87000000.0,1984,6,,,,,87.0,18.0,76.471046,383.33
71,2005-09-09,The Exorcism of Emily Rose,18000000.0,75072454.0,144529078.0,2005,9,,,,,144.529078,18.0,75.072454,702.94
72,1999-12-10,Deuce Bigalow: Male Gigolo,18000000.0,65535067.0,92935067.0,1999,12,,,,,92.935067,18.0,65.535067,416.31
73,2004-01-01,Barbershop 2: Back in Business,18000000.0,65070412.0,65842412.0,2004,1,,,,,65.842412,18.0,65.070412,265.79
74,2005-12-16,The Family Stone,18000000.0,60062868.0,92357499.0,2005,12,,,,,92.357499,18.0,60.062868,413.1
75,2003-11-26,Bad Santa,18000000.0,60060328.0,77147031.0,2003,11,,,,,77.147031,18.0,60.060328,328.59
76,1987-06-12,Predator,18000000.0,59735548.0,98267558.0,1987,6,,,,,98.267558,18.0,59.735548,445.93
77,2016-03-25,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,2016,3,5.8,593.0,"[10749, 35, 10751]",Romance,92.096558,18.0,59.689605,411.65
78,2015-09-11,The Perfect Guy,18000000.0,57027435.0,60278166.0,2015,9,5.7,211.0,"[18, 53]",Drama,60.278166,18.0,57.027435,234.88
79,1997-05-02,Austin Powers: International Man of Mystery,18000000.0,53883989.0,67683989.0,1997,5,,,,,67.683989,18.0,53.883989,276.02
80,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,2011,3,6.4,492.0,"[10751, 35]",Family,73.695194,18.0,52.698535,309.42
81,1984-09-19,Amadeus,18000000.0,51973029.0,51973029.0,1984,9,,,,,51.973029,18.0,51.973029,188.74
82,2008-04-11,Prom Night,18000000.0,43869350.0,57193655.0,2008,4,,,,,57.193655,18.0,43.86935,217.74
83,2011-04-08,Soul Surfer,18000000.0,43853424.0,47158652.0,2011,4,7.0,688.0,"[10751, 28, 18]",Family,47.158652,18.0,43.853424,161.99
84,2003-09-26,Under the Tuscan Sun,18000000.0,43601508.0,57490024.0,2003,9,,,,,57.490024,18.0,43.601508,219.39
85,2018-06-29,Uncle Drew,18000000.0,42469946.0,46527161.0,2018,6,6.5,220.0,[35],Comedy,46.527161,18.0,42.469946,158.48
86,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000.0,42340598.0,103215094.0,2014,10,,,,,103.215094,18.0,42.340598,473.42
87,1986-10-10,Peggy Sue Got Married,18000000.0,41382841.0,41382841.0,1986,10,,,,,41.382841,18.0,41.382841,129.9
88,2001-12-26,Gosford Park,18000000.0,41300105.0,41300105.0,2001,12,,,,,41.300105,18.0,41.300105,129.45
89,2002-01-11,Orange County,18000000.0,41059716.0,43308707.0,2002,1,,,,,43.308707,18.0,41.059716,140.6
90,2013-07-26,Blue Jasmine,18000000.0,33404871.0,102912961.0,2013,7,7.0,1983.0,"[35, 18]",Comedy,102.912961,18.0,33.404871,471.74
91,2006-04-28,United 93,18000000.0,31567134.0,77635035.0,2006,4,,,,,77.635035,18.0,31.567134,331.31
92,2003-12-05,Honey,18000000.0,30272254.0,62646763.0,2003,12,7.1,39.0,[18],Drama,62.646763,18.0,30.272254,248.04
93,2005-10-14,The Fog,18000000.0,29511112.0,37048526.0,2005,10,,,,,37.048526,18.0,29.511112,105.83
94,1996-05-24,Spy Hard,18000000.0,26936265.0,26936265.0,1996,5,,,,,26.936265,18.0,26.936265,49.65
95,2015-08-07,Ricki and the Flash,18000000.0,26839498.0,41166033.0,2015,8,5.8,473.0,"[35, 18, 10402]",Comedy,41.166033,18.0,26.839498,128.7
96,1989-12-13,Glory,18000000.0,26593580.0,26593580.0,1989,12,,,,,26.59358,18.0,26.59358,47.74
97,1984-06-29,Conan the Destroyer,18000000.0,26400000.0,26400000.0,1984,6,,,,,26.4,18.0,26.4,46.67
98,2015-11-13,Love the Coopers,18000000.0,26302731.0,42227490.0,2015,11,5.8,384.0,"[35, 10751, 18]",Comedy,42.22749,18.0,26.302731,134.6
99,1970-06-24,Catch-22,18000000.0,24911670.0,24911670.0,1970,6,,,,,24.91167,18.0,24.91167,38.4
100,2009-04-10,Observe and Report,18000000.0,24007324.0,27148898.0,2009,4,,,,,27.148898,18.0,24.007324,50.83
1,1980-11-14,Raging Bull,18000000.0,23380203.0,23380203.0,1980,11,,,,,23.380203,18.0,23.380203,29.89
2,2009-09-18,Love Happens,18000000.0,22965110.0,36133014.0,2009,9,,,,,36.133014,18.0,22.96511,100.74
3,2009-09-25,Fame,18000000.0,22455510.0,80227619.0,2009,9,,,,,80.227619,18.0,22.45551,345.71
4,2017-04-28,The Circle,18000000.0,20497844.0,40651864.0,2017,4,5.5,48.0,"[18, 14, 9648, 53]",Drama,40.651864,18.0,20.497844,125.84
4,2017-04-28,The Circle,18000000.0,20497844.0,40651864.0,2017,4,5.5,2689.0,"[18, 53, 878]",Drama,40.651864,18.0,20.497844,125.84
5,1985-12-04,Young Sherlock Holmes,18000000.0,19739000.0,19739000.0,1985,12,,,,,19.739,18.0,19.739,9.66
6,2010-11-05,127 Hours,18000000.0,18335230.0,60217171.0,2010,11,7.0,4469.0,"[12, 18, 53]",Adventure,60.217171,18.0,18.33523,234.54
7,2000-05-19,Small Time Crooks,18000000.0,17266359.0,29934477.0,2000,5,,,,,29.934477,18.0,17.266359,66.3
8,2000-05-12,Center Stage,18000000.0,17200925.0,21361109.0,2000,5,,,,,21.361109,18.0,17.200925,18.67
9,2016-01-15,Norm of the North,18000000.0,17062499.0,30535660.0,2016,1,4.2,192.0,"[12, 16, 35, 10751]",Adventure,30.53566,18.0,17.062499,69.64
10,2004-02-06,Catch That Kid,18000000.0,16703799.0,16959614.0,2004,2,,,,,16.959614,18.0,16.703799,-5.78
11,2013-08-16,Jobs,18000000.0,16131410.0,43402515.0,2013,8,6.1,1622.0,"[18, 36]",Drama,43.402515,18.0,16.13141,141.13
12,2001-10-26,Life as a House,18000000.0,15652637.0,23889158.0,2001,10,,,,,23.889158,18.0,15.652637,32.72
13,2010-01-08,Youth in Revolt,18000000.0,15285588.0,19685588.0,2010,1,,,,,19.685588,18.0,15.285588,9.36
14,2014-07-25,And So It Goes,18000000.0,15160801.0,17920013.0,2014,7,5.9,264.0,"[35, 18, 10749]",Comedy,17.920013,18.0,15.160801,-0.44
15,2009-07-10,"I Love You, Beth Cooper",18000000.0,14800725.0,16382538.0,2009,7,,,,,16.382538,18.0,14.800725,-8.99
16,1981-07-24,Blow Out,18000000.0,13747234.0,13747234.0,1981,7,,,,,13.747234,18.0,13.747234,-23.63
17,2001-03-30,The Tailor of Panama,18000000.0,13491653.0,27491653.0,2001,3,,,,,27.491653,18.0,13.491653,52.73
18,1981-05-22,The Legend of the Lone Ranger,18000000.0,13400000.0,13400000.0,1981,5,,,,,13.4,18.0,13.4,-25.56
19,2014-01-31,Labor Day,18000000.0,13371528.0,14189810.0,2014,1,6.9,546.0,[18],Drama,14.18981,18.0,13.371528,-21.17
20,2013-08-30,Getaway,18000000.0,10501938.0,11813989.0,2013,8,5.1,380.0,"[28, 80]",Action,11.813989,18.0,10.501938,-34.37
21,1997-09-26,The Ice Storm,18000000.0,8038061.0,16011975.0,1997,9,,,,,16.011975,18.0,8.038061,-11.04
22,2004-10-15,Being Julia,18000000.0,7739049.0,14488705.0,2004,10,,,,,14.488705,18.0,7.739049,-19.51
23,1989-03-22,Troop Beverly Hills,18000000.0,7190505.0,7190505.0,1989,3,,,,,7.190505,18.0,7.190505,-60.05
24,1986-02-21,Nine 1/2 Weeks,18000000.0,6734844.0,6734844.0,1986,2,,,,,6.734844,18.0,6.734844,-62.58
25,2010-01-15,The Last Station,18000000.0,6617867.0,15696146.0,2010,1,,,,,15.696146,18.0,6.617867,-12.8
26,1981-06-26,Dragonslayer,18000000.0,6000000.0,6000000.0,1981,6,,,,,6.0,18.0,6.0,-66.67
27,1994-09-30,Ed Wood,18000000.0,5828466.0,5828466.0,1994,9,,,,,5.828466,18.0,5.828466,-67.62
28,2008-06-06,Mongol,18000000.0,5705761.0,27147349.0,2008,6,,,,,27.147349,18.0,5.705761,50.82
29,2008-10-08,RocknRolla,18000000.0,5700626.0,27794339.0,2008,10,,,,,27.794339,18.0,5.700626,54.41
30,1982-06-25,Megaforce,18000000.0,5675599.0,5675599.0,1982,6,,,,,5.675599,18.0,5.675599,-68.47
31,2010-08-20,Mao's Last Dancer,18000000.0,4806750.0,25941437.0,2010,8,7.0,45.0,"[18, 10749]",Drama,25.941437,18.0,4.80675,44.12
32,1996-12-25,Hamlet,18000000.0,4501094.0,7129670.0,1996,12,,,,,7.12967,18.0,4.501094,-60.39
33,2014-04-11,The Railway Man,18000000.0,4438438.0,23910210.0,2014,4,6.9,408.0,"[18, 36]",Drama,23.91021,18.0,4.438438,32.83
34,1995-12-29,Restoration,18000000.0,4100000.0,4100000.0,1995,12,4.7,21.0,[27],Horror,4.1,18.0,4.1,-77.22
35,2016-03-18,Midnight Special,18000000.0,3712282.0,7680250.0,2016,3,6.3,1105.0,"[12, 18, 878]",Adventure,7.68025,18.0,3.712282,-57.33
36,2016-11-25,Miss Sloane,18000000.0,3500605.0,7719630.0,2016,11,7.4,912.0,"[18, 53]",Drama,7.71963,18.0,3.500605,-57.11
36,2016-11-25,Miss Sloane,18000000.0,3500605.0,7719630.0,2016,11,7.4,912.0,"[18, 53]",Drama,7.71963,18.0,3.500605,-57.11
37,2013-09-27,Metallica Through the Never,18000000.0,3419967.0,9082906.0,2013,9,,,,,9.082906,18.0,3.419967,-49.54
38,2003-09-19,Anything Else,18000000.0,3203044.0,13203044.0,2003,9,,,,,13.203044,18.0,3.203044,-26.65
39,1996-02-23,Unforgettable,18000000.0,2483790.0,2483790.0,1996,2,5.5,310.0,"[18, 53]",Drama,2.48379,18.0,2.48379,-86.2
40,2017-03-17,T2: Trainspotting,18000000.0,2402004.0,42091262.0,2017,3,,,,,42.091262,18.0,2.402004,133.84
41,2009-12-30,Das Weisse Band: Eine deutsche Kindergeschichte,18000000.0,2222862.0,25727044.0,2009,12,,,,,25.727044,18.0,2.222862,42.93
42,1986-04-25,8 Million Ways to Die,18000000.0,1305114.0,1305114.0,1986,4,,,,,1.305114,18.0,1.305114,-92.75
43,2013-03-01,Phantom,18000000.0,1034589.0,1199510.0,2013,3,6.0,151.0,[53],Thriller,1.19951,18.0,1.034589,-93.34
44,2002-04-26,The Salton Sea,18000000.0,676698.0,676698.0,2002,4,,,,,0.676698,18.0,0.676698,-96.24
45,2009-04-24,The Informers,18000000.0,315000.0,315000.0,2009,4,,,,,0.315,18.0,0.315,-98.25
46,1999-09-24,One Man's Hero,18000000.0,229311.0,229311.0,1999,9,,,,,0.229311,18.0,0.229311,-98.73
47,2010-10-15,Carlos,18000000.0,145526.0,1619153.0,2010,10,7.0,87.0,"[80, 18, 53, 36]",Crime,1.619153,18.0,0.145526,-91.0
48,2006-09-22,Renaissance,18000000.0,70644.0,2401413.0,2006,9,,,,,2.401413,18.0,0.070644,-86.66
55,1985-06-28,Red Sonja,17900000.0,6905861.0,6908640.0,1985,6,,,,,6.90864,17.9,6.905861,-61.4
56,2012-07-13,Red Lights,17700000.0,49521.0,14518884.0,2012,7,6.1,615.0,[53],Thriller,14.518884,17.7,0.049521,-17.97
57,2007-08-17,Superbad,17500000.0,121463226.0,169955142.0,2007,8,,,,,169.955142,17.5,121.463226,871.17
58,2009-02-20,Madea Goes To Jail,17500000.0,90508336.0,90508336.0,2009,2,,,,,90.508336,17.5,90.508336,417.19
59,2008-02-14,Step Up 2 the Streets,17500000.0,58017783.0,148586910.0,2008,2,,,,,148.58691,17.5,58.017783,749.07
60,2006-01-13,Hoodwinked,17500000.0,51386611.0,109843390.0,2006,1,,,,,109.84339,17.5,51.386611,527.68
61,2004-12-22,Hotel Rwanda,17500000.0,23519128.0,36521223.0,2004,12,,,,,36.521223,17.5,23.519128,108.69
62,2006-08-25,Beerfest,17500000.0,19185184.0,20159316.0,2006,8,,,,,20.159316,17.5,19.185184,15.2
63,2013-11-27,Black Nativity,17500000.0,7018188.0,7285135.0,2013,11,5.7,25.0,"[18, 10402]",Drama,7.285135,17.5,7.018188,-58.37
64,2003-04-25,City of Ghosts,17500000.0,325491.0,325491.0,2003,4,7.1,24.0,"[10752, 99]",War,0.325491,17.5,0.325491,-98.14
66,2018-04-06,A Quiet Place,17000000.0,188024361.0,334522294.0,2018,4,7.3,5848.0,"[18, 27, 53, 878]",Drama,334.522294,17.0,188.024361,1867.78
67,2001-08-10,The Others,17000000.0,96522687.0,207765056.0,2001,8,,,,,207.765056,17.0,96.522687,1122.15
68,1986-07-18,Aliens,17000000.0,85160248.0,183316455.0,1986,7,,,,,183.316455,17.0,85.160248,978.33
69,2014-08-13,Letâs Be Cops,17000000.0,82390774.0,136890774.0,2014,8,,,,,136.890774,17.0,82.390774,705.24
70,1997-10-17,I Know What You Did Last Summer,17000000.0,72250091.0,125250091.0,1997,10,,,,,125.250091,17.0,72.250091,636.77
71,1964-10-22,My Fair Lady,17000000.0,72000000.0,72071636.0,1964,10,,,,,72.071636,17.0,72.0,323.95
72,2004-10-22,Sideways,17000000.0,71502303.0,109793192.0,2004,10,,,,,109.793192,17.0,71.502303,545.84
73,2013-11-15,The Best Man Holiday,17000000.0,70525195.0,72835710.0,2013,11,6.6,145.0,[35],Comedy,72.83571,17.0,70.525195,328.45
74,2009-02-13,Friday the 13th,17000000.0,65002019.0,92670237.0,2009,2,,,,,92.670237,17.0,65.002019,445.12
75,2012-09-28,Pitch Perfect,17000000.0,65001093.0,116044347.0,2012,9,7.3,4233.0,"[35, 10402, 10749]",Comedy,116.044347,17.0,65.001093,582.61
76,1998-08-05,Halloween: H2O,17000000.0,55041738.0,55041738.0,1998,8,,,,,55.041738,17.0,55.041738,223.77
77,2013-04-05,Evil Dead,17000000.0,54239856.0,97778356.0,2013,4,6.4,2664.0,[27],Horror,97.778356,17.0,54.239856,475.17
78,2004-08-27,Jet Li's Hero,17000000.0,53652140.0,177535958.0,2004,8,,,,,177.535958,17.0,53.65214,944.33
79,2010-10-29,Saw 3D,17000000.0,45710178.0,133735284.0,2010,10,,,,,133.735284,17.0,45.710178,686.68
80,2015-02-20,"McFarland, USA",17000000.0,44480275.0,45707924.0,2015,2,7.3,358.0,[18],Drama,45.707924,17.0,44.480275,168.87
81,2016-11-11,Almost Christmas,17000000.0,42065185.0,42493506.0,2016,11,5.6,245.0,"[35, 18]",Comedy,42.493506,17.0,42.065185,149.96
82,2006-03-10,The Hills Have Eyes,17000000.0,41778863.0,70355813.0,2006,3,,,,,70.355813,17.0,41.778863,313.86
83,2002-03-01,40 Days and 40 Nights,17000000.0,37939782.0,95092667.0,2002,3,,,,,95.092667,17.0,37.939782,459.37
84,2003-10-10,Good Boy!,17000000.0,37667746.0,45312217.0,2003,10,,,,,45.312217,17.0,37.667746,166.54
85,2007-01-26,Smokin' Aces,17000000.0,35662731.0,57263440.0,2007,1,,,,,57.26344,17.0,35.662731,236.84
86,1998-10-02,A Night at the Roxbury,17000000.0,30331165.0,30331165.0,1998,10,,,,,30.331165,17.0,30.331165,78.42
87,2011-03-04,Beastly,17000000.0,27865571.0,38028230.0,2011,3,6.1,1748.0,"[18, 14, 10749, 878]",Drama,38.02823,17.0,27.865571,123.7
88,2010-03-05,Brooklyn's Finest,17000000.0,27163593.0,39233233.0,2010,3,,,,,39.233233,17.0,27.163593,130.78
89,1982-07-09,Tron,17000000.0,26918576.0,26918576.0,1982,7,6.6,1100.0,"[878, 28, 12]",Sci-Fi,26.918576,17.0,26.918576,58.34
90,2010-08-20,Lottery Ticket,17000000.0,24719879.0,24719879.0,2010,8,5.7,92.0,[35],Comedy,24.719879,17.0,24.719879,45.41
91,2003-09-05,Dickie Roberts: Former Child Star,17000000.0,22734486.0,23734486.0,2003,9,,,,,23.734486,17.0,22.734486,39.61
92,2006-03-31,ATL,17000000.0,21170563.0,21170563.0,2006,3,,,,,21.170563,17.0,21.170563,24.53
93,2001-08-24,Summer Catch,17000000.0,19693891.0,19693891.0,2001,8,,,,,19.693891,17.0,19.693891,15.85
94,1998-12-11,A Simple Plan,17000000.0,16316273.0,16316273.0,1998,12,,,,,16.316273,17.0,16.316273,-4.02
95,2006-03-24,Larry the Cable Guy: Health Inspector,17000000.0,15680099.0,15680099.0,2006,3,,,,,15.680099,17.0,15.680099,-7.76
96,2002-11-27,Wes Craven Presents: They,17000000.0,12840842.0,16140842.0,2002,11,,,,,16.140842,17.0,12.840842,-5.05
97,1999-10-01,The Adventures of Elmo in Grouchland,17000000.0,11634458.0,11634458.0,1999,10,,,,,11.634458,17.0,11.634458,-31.56
98,1987-07-24,Superman IV: The Quest for Peace,17000000.0,11227824.0,11227824.0,1987,7,,,,,11.227824,17.0,11.227824,-33.95
99,1963-05-29,55 Days at Peking,17000000.0,10000000.0,10000000.0,1963,5,,,,,10.0,17.0,10.0,-41.18
100,2009-06-05,My Life in Ruins,17000000.0,8677425.0,20477425.0,2009,6,,,,,20.477425,17.0,8.677425,20.46
1,2006-04-21,American Dreamz,17000000.0,7314027.0,16510971.0,2006,4,,,,,16.510971,17.0,7.314027,-2.88
2,2008-01-25,How She Move,17000000.0,7070641.0,8607815.0,2008,1,,,,,8.607815,17.0,7.070641,-49.37
3,2006-02-24,Running Scared,17000000.0,6855137.0,9729088.0,2006,2,,,,,9.729088,17.0,6.855137,-42.77
4,2012-08-24,The Apparition,17000000.0,4936819.0,10637281.0,2012,8,4.3,221.0,"[27, 53]",Horror,10.637281,17.0,4.936819,-37.43
4,2012-08-24,The Apparition,17000000.0,4936819.0,10637281.0,2012,8,6.4,63.0,[18],Drama,10.637281,17.0,4.936819,-37.43
5,2004-04-30,Bobby Jones: Stroke of Genius,17000000.0,2694071.0,2694071.0,2004,4,,,,,2.694071,17.0,2.694071,-84.15
6,1986-08-29,Shanghai Surprise,17000000.0,2315000.0,2315000.0,1986,8,,,,,2.315,17.0,2.315,-86.38
7,2010-12-25,L'illusionniste,17000000.0,2231474.0,8609949.0,2010,12,,,,,8.609949,17.0,2.231474,-49.35
8,1981-01-01,Roar,17000000.0,2110050.0,2110050.0,1981,1,,,,,2.11005,17.0,2.11005,-87.59
9,2003-10-17,Veronica Guerin,17000000.0,1569918.0,9438074.0,2003,10,,,,,9.438074,17.0,1.569918,-44.48
10,2016-06-10,Genius,17000000.0,1361045.0,7265283.0,2016,6,6.5,391.0,"[18, 36]",Drama,7.265283,17.0,1.361045,-57.26
11,2007-11-14,Southland Tales,17000000.0,275380.0,364607.0,2007,11,,,,,0.364607,17.0,0.27538,-97.86
12,2015-06-26,Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,2015,6,6.3,476.0,"[53, 10749]",Thriller,3.917679,17.0,0.195792,-76.95
17,2016-03-11,The Young Messiah,16800000.0,6469813.0,7313697.0,2016,3,6.1,50.0,[18],Drama,7.313697,16.8,6.469813,-56.47
18,2006-11-10,FUR: An Imaginary Portrait of Diane Arbus,16800000.0,223202.0,2281089.0,2006,11,,,,,2.281089,16.8,0.223202,-86.42
19,1991-11-27,My Girl,16500000.0,58011485.0,58011485.0,1991,11,,,,,58.011485,16.5,58.011485,251.58
20,1987-12-11,Wall Street,16500000.0,43848100.0,43848100.0,1987,12,,,,,43.8481,16.5,43.8481,165.75
21,1995-12-11,Sense and Sensibility,16500000.0,42993774.0,134993774.0,1995,12,,,,,134.993774,16.5,42.993774,718.14
22,2006-08-18,The Illusionist,16500000.0,39868642.0,83792062.0,2006,8,7.4,280.0,"[16, 18]",Animation,83.792062,16.5,39.868642,407.83
23,2007-08-03,Becoming Jane,16500000.0,18663911.0,39380876.0,2007,8,,,,,39.380876,16.5,18.663911,138.67
24,2003-12-19,House of Sand and Fog,16500000.0,13005485.0,16157923.0,2003,12,,,,,16.157923,16.5,13.005485,-2.07
25,2007-09-21,Sydney White,16500000.0,11892415.0,13636339.0,2007,9,,,,,13.636339,16.5,11.892415,-17.36
27,1989-06-02,Dead Poets Society,16400000.0,95860116.0,239500000.0,1989,6,,,,,239.5,16.4,95.860116,1360.37
28,1994-12-16,Dumb & Dumber,16000000.0,127175374.0,246400000.0,1994,12,,,,,246.4,16.0,127.175374,1440.0
29,1989-07-14,When Harry Met Sallyâ¦,16000000.0,92823546.0,92961960.0,1989,7,,,,,92.96196,16.0,92.823546,481.01
30,2000-05-19,Road Trip,16000000.0,68525609.0,119739110.0,2000,5,,,,,119.73911,16.0,68.525609,648.37
31,1982-12-08,The Verdict,16000000.0,53977250.0,53977250.0,1982,12,6.8,20.0,"[80, 18, 53]",Crime,53.97725,16.0,53.97725,237.36
32,1999-01-15,Varsity Blues,16000000.0,52894169.0,54294169.0,1999,1,,,,,54.294169,16.0,52.894169,239.34
33,2012-05-25,Moonrise Kingdom,16000000.0,45512466.0,68848446.0,2012,5,7.7,3023.0,"[35, 18, 10749]",Comedy,68.848446,16.0,45.512466,330.3
34,2011-11-25,The Artist,16000000.0,44667095.0,128256712.0,2011,11,7.4,1787.0,"[18, 35, 10749]",Drama,128.256712,16.0,44.667095,701.6
35,2009-01-09,The Unborn,16000000.0,42670410.0,78208812.0,2009,1,,,,,78.208812,16.0,42.67041,388.81
36,2002-08-02,The Master of Disguise,16000000.0,40363530.0,40363530.0,2002,8,,,,,40.36353,16.0,40.36353,152.27
37,2006-10-06,The Texas Chainsaw Massacre: The Beginning,16000000.0,39517763.0,50517763.0,2006,10,,,,,50.517763,16.0,39.517763,215.74
38,2006-12-29,El Laberinto del Fauno,16000000.0,37634615.0,87041569.0,2006,12,,,,,87.041569,16.0,37.634615,444.01
39,2011-02-04,The Roommate,16000000.0,37300107.0,52545707.0,2011,2,5.4,406.0,"[53, 18, 27]",Thriller,52.545707,16.0,37.300107,228.41
40,2007-02-02,The Messengers,16000000.0,35374833.0,53774833.0,2007,2,,,,,53.774833,16.0,35.374833,236.09
41,2001-03-02,See Spot Run,16000000.0,33357476.0,43057552.0,2001,3,,,,,43.057552,16.0,33.357476,169.11
42,1991-08-09,Double Impact,16000000.0,29090445.0,29090445.0,1991,8,,,,,29.090445,16.0,29.090445,81.82
43,2001-06-27,Baby Boy,16000000.0,28734552.0,28734552.0,2001,6,,,,,28.734552,16.0,28.734552,79.59
44,2001-04-11,Joe Dirt,16000000.0,27087695.0,30987695.0,2001,4,,,,,30.987695,16.0,27.087695,93.67
45,2008-09-12,The Women,16000000.0,26902075.0,50103808.0,2008,9,,,,,50.103808,16.0,26.902075,213.15
46,2007-04-20,Hot Fuzz,16000000.0,23618786.0,81742618.0,2007,4,,,,,81.742618,16.0,23.618786,410.89
47,2008-08-15,Vicky Cristina Barcelona,16000000.0,23216709.0,104504817.0,2008,8,,,,,104.504817,16.0,23.216709,553.16
48,2000-06-16,Boys and Girls,16000000.0,21799652.0,21799652.0,2000,6,,,,,21.799652,16.0,21.799652,36.25
49,2018-06-13,Superfly,16000000.0,20537137.0,20723581.0,2018,6,6.5,130.0,"[28, 80]",Action,20.723581,16.0,20.537137,29.52
50,1994-11-18,LÃ©on,16000000.0,19284974.0,45284974.0,1994,11,,,,,45.284974,16.0,19.284974,183.03
51,2010-03-12,Remember Me,16000000.0,19068240.0,56506120.0,2010,3,7.1,2079.0,"[18, 10749]",Drama,56.50612,16.0,19.06824,253.16
52,2002-10-11,White Oleander,16000000.0,16357770.0,21657770.0,2002,10,,,,,21.65777,16.0,16.35777,35.36
53,2009-09-18,Jennifer's Body,16000000.0,16204793.0,31943401.0,2009,9,,,,,31.943401,16.0,16.204793,99.65
54,2000-03-03,Drowning Mona,16000000.0,15427192.0,15980376.0,2000,3,,,,,15.980376,16.0,15.427192,-0.12
55,1987-01-30,Radio Days,16000000.0,14792779.0,14792779.0,1987,1,,,,,14.792779,16.0,14.792779,-7.55
56,2003-07-18,How to Deal,16000000.0,14108518.0,14108518.0,2003,7,,,,,14.108518,16.0,14.108518,-11.82
57,2014-10-03,Left Behind,16000000.0,14019924.0,20769209.0,2014,10,4.0,713.0,"[53, 28, 878]",Thriller,20.769209,16.0,14.019924,29.81
58,2004-05-28,Soul Plane,16000000.0,13922211.0,14553807.0,2004,5,,,,,14.553807,16.0,13.922211,-9.04
59,1988-12-09,My Stepmother Is an Alien,16000000.0,13854000.0,13854000.0,1988,12,,,,,13.854,16.0,13.854,-13.41
60,2012-06-29,People Like Us,16000000.0,12431792.0,12617472.0,2012,6,6.8,360.0,[18],Drama,12.617472,16.0,12.431792,-21.14
61,1999-05-28,The Thirteenth Floor,16000000.0,11810854.0,11810854.0,1999,5,,,,,11.810854,16.0,11.810854,-26.18
62,2004-09-03,The Cookout,16000000.0,11540112.0,11540112.0,2004,9,,,,,11.540112,16.0,11.540112,-27.87
63,1979-10-19,Meteor,16000000.0,8400000.0,8400000.0,1979,10,,,,,8.4,16.0,8.4,-47.5
64,1986-03-07,Highlander,16000000.0,5900000.0,12900000.0,1986,3,,,,,12.9,16.0,5.9,-19.38
65,2016-11-18,Bleed for This,16000000.0,5083906.0,6603926.0,2016,11,6.9,405.0,[18],Drama,6.603926,16.0,5.083906,-58.73
65,2016-11-18,Bleed for This,16000000.0,5083906.0,6603926.0,2016,11,6.9,405.0,[18],Drama,6.603926,16.0,5.083906,-58.73
66,2002-05-03,Hollywood Ending,16000000.0,4839383.0,14839383.0,2002,5,,,,,14.839383,16.0,4.839383,-7.25
67,2000-09-15,Duets,16000000.0,4734235.0,6615452.0,2000,9,,,,,6.615452,16.0,4.734235,-58.65
68,1999-08-13,Detroit Rock City,16000000.0,4217115.0,5825314.0,1999,8,,,,,5.825314,16.0,4.217115,-63.59
69,2007-10-19,Things We Lost in the Fire,16000000.0,3287315.0,8120148.0,2007,10,,,,,8.120148,16.0,3.287315,-49.25
70,2014-11-14,The Homesman,16000000.0,2429989.0,8217571.0,2014,11,6.5,389.0,"[37, 18]",Western,8.217571,16.0,2.429989,-48.64
71,2013-04-05,Trance,16000000.0,2322593.0,22594052.0,2013,4,6.6,1348.0,"[53, 80, 18, 9648]",Thriller,22.594052,16.0,2.322593,41.21
72,2014-05-16,The Immigrant,16000000.0,2013456.0,7585011.0,2014,5,6.2,438.0,"[18, 10749]",Drama,7.585011,16.0,2.013456,-52.59
73,1997-08-15,Steel,16000000.0,1686429.0,1686429.0,1997,8,6.8,11.0,"[10749, 18]",Romance,1.686429,16.0,1.686429,-89.46
74,2005-12-21,The White Countess,16000000.0,1669971.0,2814566.0,2005,12,,,,,2.814566,16.0,1.669971,-82.41
75,2008-07-25,Bienvenue chez les Ch'tis,16000000.0,1477650.0,247474497.0,2008,7,,,,,247.474497,16.0,1.47765,1446.72
76,2014-10-01,"Men, Women and Children",16000000.0,705908.0,1685403.0,2014,10,,,,,1.685403,16.0,0.705908,-89.47
77,2010-09-24,Enter the Void,16000000.0,337997.0,1467278.0,2010,9,7.3,773.0,"[14, 18]",Fantasy,1.467278,16.0,0.337997,-90.83
78,2008-12-31,Good,16000000.0,31631.0,31631.0,2008,12,,,,,0.031631,16.0,0.031631,-99.8
79,2012-11-02,Vamps,16000000.0,3361.0,94812.0,2012,11,5.0,145.0,"[35, 10749, 27]",Comedy,0.094812,16.0,0.003361,-99.41
83,2018-12-21,Second Act,15700000.0,39282227.0,63288854.0,2018,12,6.2,361.0,"[10749, 35]",Romance,63.288854,15.7,39.282227,303.11
84,2002-06-21,Juwanna Mann,15600000.0,13571817.0,13771817.0,2002,6,,,,,13.771817,15.6,13.571817,-11.72
